SizeBucket,Reward,Metric,Mean,Std,Min,Max,CI_95_Low,CI_95_High,Mean_Improvement,Std_Improvement,CI_95_Improvement_Low,CI_95_Improvement_High,Improvement_Type,N_Runs
Small,NNSI,Diameter,4.3,,4.3,4.3,,,-13.999999972000005,0.0,,,Percentage,1
Small,NNSI,ArticulationPoints,1.8,,1.8,1.8,,,-24.99999989583333,0.0,,,Percentage,1
Small,NNSI,Bridges,4.4,,4.4,4.4,,,-34.32835815771887,0.0,,,Percentage,1
Small,NNSI,BetCentralization,8.071481418191945,,8.071481418191945,8.071481418191945,,,-1.5369854560644018,0.0,,,Absolute,1
Small,NNSI,NatConnectivity,1.3396232100445844,,1.3396232100445844,1.3396232100445844,,,16.587673263715104,0.0,,,Percentage,1
Small,NNSI,EffResistance,257.8762016768975,,257.8762016768975,257.8762016768975,,,-21.988865431835425,0.0,,,Percentage,1
Small,NNSI,Assortativity,-0.39017315499515376,,-0.39017315499515376,-0.39017315499515376,,,0.01923499548189289,0.0,,,Absolute,1
Small,NNSI,AvgClustering,0.16234397464634615,,0.16234397464634615,0.16234397464634615,,,0.07130228421483359,0.0,,,Absolute,1
Small,GREEDY_DEG,λ₂,0.20776494001085172,,0.20776494001085172,0.20776494001085172,,,14.78363050350023,0.0,,,Percentage,1
Small,GREEDY_DEG,AvgNodeConn,1.5,,1.5,1.5,,,15.384615266272187,0.0,,,Percentage,1
Small,GREEDY_DEG,GCC_5%,0.8032837995337996,,0.8032837995337996,0.8032837995337996,,,3.4542670354656586,0.0,,,Percentage,1
Small,GREEDY_DEG,AttackCurveAUC,0.13416622310625403,,0.13416622310625403,0.13416622310625403,,,8.18024843814769,0.0,,,Percentage,1
Small,GREEDY_DEG,ASPL,2.4698831241222545,,2.4698831241222545,2.4698831241222545,,,-6.166116630215022,0.0,,,Percentage,1
Small,GREEDY_DEG,Diameter,4.7,,4.7,4.7,,,-5.999999987999996,0.0,,,Percentage,1
Small,GREEDY_DEG,ArticulationPoints,1.6,,1.6,1.6,,,-33.33333319444444,0.0,,,Percentage,1
Small,GREEDY_DEG,Bridges,3.3,,3.3,3.3,,,-50.746268580975716,0.0,,,Percentage,1
Small,GREEDY_DEG,BetCentralization,8.529267330104343,,8.529267330104343,8.529267330104343,,,-1.0791995441520044,0.0,,,Absolute,1
Small,GREEDY_DEG,NatConnectivity,1.3111010207045033,,1.3111010207045033,1.3111010207045033,,,14.105381495559186,0.0,,,Percentage,1
Small,GREEDY_DEG,EffResistance,268.5959274170692,,268.5959274170692,268.5959274170692,,,-18.74599942954451,0.0,,,Percentage,1
Small,GREEDY_DEG,Assortativity,-0.33378533926662235,,-0.33378533926662235,-0.33378533926662235,,,0.0756228112104243,0.0,,,Absolute,1
