Graph,Reward,Step,Node_U,Node_V,Edge,WasAdded,StepReward,AgentAction,GreedyAction,GreedyEdge,GreedyReward,AgentMatchedGreedy
Arpanet19728,PBR,1,23,25,23-25,True,-0.0111272317130376,361,-1,,,False
Arpanet19728,PBR,2,5,25,5-25,True,-0.0096252374735346,137,-1,,,False
Arpanet19728,PBR,3,10,11,10-11,True,0.0047871634905917,217,-1,,,False
Arpanet19728,PBR,4,10,24,10-24,True,-0.0083715008628021,230,-1,,,False
Arpanet19728,EFFRES,1,13,18,13-18,True,-0.1834822441859259,269,-1,,,False
Arpanet19728,EFFRES,2,4,13,4-13,True,-0.5409756674355113,103,-1,,,False
Arpanet19728,EFFRES,3,10,11,10-11,True,0.1272661135511376,217,-1,,,False
Arpanet19728,EFFRES,4,10,24,10-24,True,0.0899078451848942,230,-1,,,False
Arpanet19728,IVI,1,17,27,17-27,True,-0.4970351193436273,323,-1,,,False
Arpanet19728,IVI,2,9,28,9-28,True,0.1886953946464553,216,-1,,,False
Arpanet19728,IVI,3,10,23,10-23,True,0.2075108276511068,229,-1,,,False
Arpanet19728,IVI,4,17,28,17-28,True,-0.8253221205584709,324,-1,,,False
Arpanet19728,NNSI,1,9,22,9-22,True,0.0755924616044327,210,-1,,,False
Arpanet19728,NNSI,2,18,26,18-26,True,0.2058949198962278,330,-1,,,False
Arpanet19728,NNSI,3,10,11,10-11,True,0.1593729482263812,217,-1,,,False
Arpanet19728,NNSI,4,10,24,10-24,True,-0.8999639830247599,230,-1,,,False
Airtel,PBR,1,11,12,11-12,True,0.03539483731331055,87,-1,N/A,,False
Airtel,PBR,2,0,6,0-6,True,0.007081375706504477,3,-1,N/A,,False
Airtel,PBR,3,3,13,3-13,True,0.02393450565088541,38,-1,N/A,,False
Airtel,EFFRES,1,12,15,12-15,True,0.3013313846833737,92,-1,N/A,,False
Airtel,EFFRES,2,0,6,0-6,True,0.18151253219339566,3,-1,N/A,,False
Airtel,EFFRES,3,3,13,3-13,True,0.21876517492133685,38,-1,N/A,,False
Airtel,IVI,1,11,15,11-15,True,-5.0,90,-1,N/A,,False
Airtel,IVI,2,0,6,0-6,True,5.0,3,-1,N/A,,False
Airtel,IVI,3,3,13,3-13,True,-5.0,38,-1,N/A,,False
Airtel,NNSI,1,8,13,8-13,True,-0.0013478447261965343,74,-1,N/A,,False
Airtel,NNSI,2,0,6,0-6,True,0.5126234385172257,3,-1,N/A,,False
Airtel,NNSI,3,3,13,3-13,True,-0.5110729499371889,38,-1,N/A,,False
Sanren,PBR,1,1,3,1-3,True,-0.009344296770150078,4,-1,N/A,,False
Sanren,PBR,2,0,6,0-6,True,0.02465567923923049,3,-1,N/A,,False
Sanren,EFFRES,1,3,5,3-5,True,-0.6831395051675435,12,-1,N/A,,False
Sanren,EFFRES,2,0,2,0-2,True,0.3750962620797935,0,-1,N/A,,False
Sanren,IVI,1,1,3,1-3,True,-0.5433920725125737,4,-1,N/A,,False
Sanren,IVI,2,0,6,0-6,True,-5.0,3,-1,N/A,,False
Sanren,NNSI,1,1,6,1-6,True,-4.0,7,-1,N/A,,False
Sanren,NNSI,2,0,5,0-5,True,0.0,2,-1,N/A,,False
