Graph,N,M,Orig_λ₂,Orig_AvgNodeConn,Orig_EdgeConn,Orig_SpectralGap,Orig_GCC_5%,Orig_GCC_10%,Orig_AttackCurveAUC,Orig_RobustnessCoeff,Orig_ASPL,Orig_Diameter,Orig_Efficiency,Orig_ASPLVariance,Orig_ArticulationPoints,Orig_Bridges,Orig_BetCentralization,Orig_NatConnectivity,Orig_EffResistance,Orig_λ₂_λₙ_Ratio,Orig_Assortativity,Orig_AvgClustering,Orig_Transitivity,BudgetEdges,PBR_λ₂,PBR_AvgNodeConn,PBR_EdgeConn,PBR_SpectralGap,PBR_GCC_5%,PBR_GCC_10%,PBR_AttackCurveAUC,PBR_RobustnessCoeff,PBR_ASPL,PBR_Diameter,PBR_Efficiency,PBR_ASPLVariance,PBR_ArticulationPoints,PBR_Bridges,PBR_BetCentralization,PBR_NatConnectivity,PBR_EffResistance,PBR_λ₂_λₙ_Ratio,PBR_Assortativity,PBR_AvgClustering,PBR_Transitivity,EFFRES_λ₂,EFFRES_AvgNodeConn,EFFRES_EdgeConn,EFFRES_SpectralGap,EFFRES_GCC_5%,EFFRES_GCC_10%,EFFRES_AttackCurveAUC,EFFRES_RobustnessCoeff,EFFRES_ASPL,EFFRES_Diameter,EFFRES_Efficiency,EFFRES_ASPLVariance,EFFRES_ArticulationPoints,EFFRES_Bridges,EFFRES_BetCentralization,EFFRES_NatConnectivity,EFFRES_EffResistance,EFFRES_λ₂_λₙ_Ratio,EFFRES_Assortativity,EFFRES_AvgClustering,EFFRES_Transitivity,IVI_λ₂,IVI_AvgNodeConn,IVI_EdgeConn,IVI_SpectralGap,IVI_GCC_5%,IVI_GCC_10%,IVI_AttackCurveAUC,IVI_RobustnessCoeff,IVI_ASPL,IVI_Diameter,IVI_Efficiency,IVI_ASPLVariance,IVI_ArticulationPoints,IVI_Bridges,IVI_BetCentralization,IVI_NatConnectivity,IVI_EffResistance,IVI_λ₂_λₙ_Ratio,IVI_Assortativity,IVI_AvgClustering,IVI_Transitivity,NNSI_λ₂,NNSI_AvgNodeConn,NNSI_EdgeConn,NNSI_SpectralGap,NNSI_GCC_5%,NNSI_GCC_10%,NNSI_AttackCurveAUC,NNSI_RobustnessCoeff,NNSI_ASPL,NNSI_Diameter,NNSI_Efficiency,NNSI_ASPLVariance,NNSI_ArticulationPoints,NNSI_Bridges,NNSI_BetCentralization,NNSI_NatConnectivity,NNSI_EffResistance,NNSI_λ₂_λₙ_Ratio,NNSI_Assortativity,NNSI_AvgClustering,NNSI_Transitivity,%Δ_PBR_vs_Orig_λ₂,%Δ_EFFRES_vs_Orig_λ₂,%Δ_IVI_vs_Orig_λ₂,%Δ_NNSI_vs_Orig_λ₂,%Δ_PBR_vs_Orig_AvgNodeConn,%Δ_EFFRES_vs_Orig_AvgNodeConn,%Δ_IVI_vs_Orig_AvgNodeConn,%Δ_NNSI_vs_Orig_AvgNodeConn,%Δ_PBR_vs_Orig_EdgeConn,%Δ_EFFRES_vs_Orig_EdgeConn,%Δ_IVI_vs_Orig_EdgeConn,%Δ_NNSI_vs_Orig_EdgeConn,%Δ_PBR_vs_Orig_SpectralGap,%Δ_EFFRES_vs_Orig_SpectralGap,%Δ_IVI_vs_Orig_SpectralGap,%Δ_NNSI_vs_Orig_SpectralGap,%Δ_PBR_vs_Orig_GCC_5%,%Δ_EFFRES_vs_Orig_GCC_5%,%Δ_IVI_vs_Orig_GCC_5%,%Δ_NNSI_vs_Orig_GCC_5%,%Δ_PBR_vs_Orig_GCC_10%,%Δ_EFFRES_vs_Orig_GCC_10%,%Δ_IVI_vs_Orig_GCC_10%,%Δ_NNSI_vs_Orig_GCC_10%,%Δ_PBR_vs_Orig_AttackCurveAUC,%Δ_EFFRES_vs_Orig_AttackCurveAUC,%Δ_IVI_vs_Orig_AttackCurveAUC,%Δ_NNSI_vs_Orig_AttackCurveAUC,%Δ_PBR_vs_Orig_RobustnessCoeff,%Δ_EFFRES_vs_Orig_RobustnessCoeff,%Δ_IVI_vs_Orig_RobustnessCoeff,%Δ_NNSI_vs_Orig_RobustnessCoeff,%Δ_PBR_vs_Orig_ASPL,%Δ_EFFRES_vs_Orig_ASPL,%Δ_IVI_vs_Orig_ASPL,%Δ_NNSI_vs_Orig_ASPL,%Δ_PBR_vs_Orig_Diameter,%Δ_EFFRES_vs_Orig_Diameter,%Δ_IVI_vs_Orig_Diameter,%Δ_NNSI_vs_Orig_Diameter,%Δ_PBR_vs_Orig_Efficiency,%Δ_EFFRES_vs_Orig_Efficiency,%Δ_IVI_vs_Orig_Efficiency,%Δ_NNSI_vs_Orig_Efficiency,%Δ_PBR_vs_Orig_ASPLVariance,%Δ_EFFRES_vs_Orig_ASPLVariance,%Δ_IVI_vs_Orig_ASPLVariance,%Δ_NNSI_vs_Orig_ASPLVariance,%Δ_PBR_vs_Orig_ArticulationPoints,%Δ_EFFRES_vs_Orig_ArticulationPoints,%Δ_IVI_vs_Orig_ArticulationPoints,%Δ_NNSI_vs_Orig_ArticulationPoints,%Δ_PBR_vs_Orig_Bridges,%Δ_EFFRES_vs_Orig_Bridges,%Δ_IVI_vs_Orig_Bridges,%Δ_NNSI_vs_Orig_Bridges,%Δ_PBR_vs_Orig_BetCentralization,%Δ_EFFRES_vs_Orig_BetCentralization,%Δ_IVI_vs_Orig_BetCentralization,%Δ_NNSI_vs_Orig_BetCentralization,%Δ_PBR_vs_Orig_NatConnectivity,%Δ_EFFRES_vs_Orig_NatConnectivity,%Δ_IVI_vs_Orig_NatConnectivity,%Δ_NNSI_vs_Orig_NatConnectivity,%Δ_PBR_vs_Orig_EffResistance,%Δ_EFFRES_vs_Orig_EffResistance,%Δ_IVI_vs_Orig_EffResistance,%Δ_NNSI_vs_Orig_EffResistance,%Δ_PBR_vs_Orig_λ₂_λₙ_Ratio,%Δ_EFFRES_vs_Orig_λ₂_λₙ_Ratio,%Δ_IVI_vs_Orig_λ₂_λₙ_Ratio,%Δ_NNSI_vs_Orig_λ₂_λₙ_Ratio,%Δ_PBR_vs_Orig_Assortativity,%Δ_EFFRES_vs_Orig_Assortativity,%Δ_IVI_vs_Orig_Assortativity,%Δ_NNSI_vs_Orig_Assortativity,%Δ_PBR_vs_Orig_AvgClustering,%Δ_EFFRES_vs_Orig_AvgClustering,%Δ_IVI_vs_Orig_AvgClustering,%Δ_NNSI_vs_Orig_AvgClustering,%Δ_PBR_vs_Orig_Transitivity,%Δ_EFFRES_vs_Orig_Transitivity,%Δ_IVI_vs_Orig_Transitivity,%Δ_NNSI_vs_Orig_Transitivity,%Δ_PBR_vs_EFFRES_λ₂,%Δ_PBR_vs_EFFRES_AvgNodeConn,%Δ_PBR_vs_EFFRES_EdgeConn,%Δ_PBR_vs_EFFRES_SpectralGap,%Δ_PBR_vs_EFFRES_GCC_5%,%Δ_PBR_vs_EFFRES_GCC_10%,%Δ_PBR_vs_EFFRES_AttackCurveAUC,%Δ_PBR_vs_EFFRES_RobustnessCoeff,%Δ_PBR_vs_EFFRES_ASPL,%Δ_PBR_vs_EFFRES_Diameter,%Δ_PBR_vs_EFFRES_Efficiency,%Δ_PBR_vs_EFFRES_ASPLVariance,%Δ_PBR_vs_EFFRES_ArticulationPoints,%Δ_PBR_vs_EFFRES_Bridges,%Δ_PBR_vs_EFFRES_BetCentralization,%Δ_PBR_vs_EFFRES_NatConnectivity,%Δ_PBR_vs_EFFRES_EffResistance,%Δ_PBR_vs_EFFRES_λ₂_λₙ_Ratio,%Δ_PBR_vs_EFFRES_Assortativity,%Δ_PBR_vs_EFFRES_AvgClustering,%Δ_PBR_vs_EFFRES_Transitivity
PionierL3,38,45,0.04502961319037898,1.5547112462006079,1.0,0.04502961319037898,0.8918918918918919,0.8571428571428571,0.12713050619775002,0.15650969529085862,4.295874822190612,10.0,0.3084682426787682,3.5966686159094636,6,10,16.49074074074074,1.12330266792805,1727.4855093079368,0.023128775394893365,-0.2576858580212413,0.06725146198830409,0.09,10,0.13263411492338884,1.6635802469135803,1.0,0.13263411492338884,0.8918918918918919,0.8285714285714286,0.15931249517124754,0.15650969529085862,2.8079658605974394,6.0,0.41571834992887485,0.9574329888771755,6,10,29.464285714285708,1.9464509064695885,1106.0791226313781,0.07048914111355412,-0.20788426060782597,0.15344721452754692,0.13636363636363635,0.14795472177186608,2.2777777777777777,1.0,0.14795472177186608,0.918918918918919,0.9142857142857143,0.17148167409350995,0.21191135734072022,3.189189189189189,6.0,0.3750118539592197,1.1861135673368959,1,3,11.684259259259257,1.2771087118575875,886.8834403406944,0.07814132162245861,-0.29425005115612857,0.04532163742690058,0.0661764705882353,0.1010096380334353,2.287037037037037,2.0,0.1010096380334353,1.0,1.0,0.17972356391236846,0.21952908587257638,3.2489331436699858,7.0,0.37757908284223896,1.629355191831796,0,0,23.60185185185185,1.3875782296960513,979.2314111833449,0.05340595299989442,-0.17906683480453986,0.04892037786774628,0.0548780487804878,0.08203391200447799,2.2145061728395063,2.0,0.08203391200447799,0.9459459459459459,0.9428571428571428,0.17028325763940091,0.2326869806094186,3.5007112375533427,8.0,0.35893619183092673,2.028093377498184,1,0,18.782407407407405,1.3295438624204714,1033.133735193286,0.0426732363734488,-0.09731426578304857,0.10087719298245615,0.08571428571428572,194.55,228.57,124.32,82.18,7.0,46.51,47.1,42.44,0.0,0.0,100.0,100.0,194.55,228.57,124.32,82.18,0.0,3.03,12.12,6.06,-3.33,6.67,16.67,10.0,25.31,34.89,41.37,33.94,0.0,35.4,40.27,48.67,34.64,25.76,24.37,18.51,40.0,40.0,30.0,20.0,34.77,21.57,22.4,16.36,73.38,67.02,54.7,43.61,0.0,83.33,100.0,83.33,0.0,70.0,100.0,100.0,-78.67,29.15,-43.12,-13.9,73.28,13.69,23.53,18.36,35.97,48.66,43.31,40.19,204.77,237.85,130.91,84.5,-19.33,14.19,-30.51,-62.24,128.17,-32.61,-27.26,50.0,51.52,-26.47,-39.02,-4.76,-10.35,-26.96,0.0,-10.35,-2.94,-9.37,-7.1,-26.14,-11.95,0.0,10.85,-19.28,500.0,233.33,152.17,52.41,24.72,-9.79,29.35,238.57,106.06
Netrail,7,10,0.5419856998952192,2.0,2.0,0.5419856998952192,1.0,1.0,0.20000000000000004,0.4081632653061224,1.5238095238095237,2.0,0.7380952380952381,0.24943310657596368,0,0,2.4,1.4530951496028253,17.263157894736853,0.317337980774266,-0.5231788079470188,0.5666666666666667,0.3913043478260869,2,0.6961008663528997,2.0,2.0,0.6961008663528997,1.0,1.0,0.20000000000000004,0.4081632653061224,1.4285714285714286,2.0,0.7857142857142857,0.2448979591836735,0,0,2.2,2.0113708834813493,14.228813559322035,0.42340057945760373,-0.6119402985074599,0.7952380952380952,0.5675675675675675,0.5884708746163263,3.0,3.0,0.5884708746163263,1.0,1.0,0.20000000000000004,0.4897959183673469,1.4285714285714286,2.0,0.7857142857142857,0.2448979591836735,0,0,1.4,1.7845130594138578,12.56090651558074,0.35633031267124815,-0.26315789473684453,0.5095238095238095,0.4838709677419355,0.579133570052956,2.2222222222222223,2.0,0.579133570052956,1.0,1.0,0.20000000000000004,0.4285714285714285,1.4285714285714286,2.0,0.7857142857142857,0.2448979591836735,0,0,1.8,1.8088243047324846,13.087499999999999,0.35492052675297153,-0.5517241379310315,0.5904761904761904,0.46875,0.5884708746163256,3.0,3.0,0.5884708746163256,1.0,1.0,0.20000000000000004,0.4897959183673469,1.4285714285714286,2.0,0.7857142857142857,0.2448979591836735,0,0,1.4,1.7845130594138547,12.560906515580738,0.3563303126712477,-0.26315789473684453,0.5095238095238095,0.4838709677419355,28.44,8.58,6.85,8.58,0.0,50.0,11.11,50.0,0.0,50.0,0.0,50.0,28.44,8.58,6.85,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,20.0,6.25,6.25,6.25,6.25,0.0,0.0,0.0,0.0,6.45,6.45,6.45,6.45,1.82,1.82,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,41.67,25.0,41.67,38.42,22.81,24.48,22.81,17.58,27.24,24.19,27.24,33.42,12.29,11.84,12.29,16.97,-49.7,5.46,-49.7,40.34,-10.08,4.2,-10.08,45.05,23.66,19.79,23.66,18.29,-33.33,-33.33,18.29,0.0,0.0,0.0,-16.67,0.0,0.0,0.0,0.0,0.0,0.0,57.14,12.71,13.28,18.82,-132.54,56.07,17.3
Garr199905,23,25,0.24964093671437118,1.0,1.0,0.24964093671437118,0.7272727272727273,0.47619047619047616,0.09830713146502619,0.1379962192816637,2.430830039525692,3.0,0.4611330698287234,0.4428439750660064,4,19,10.571428571428571,1.4308962613750316,516.5,0.13361709239407263,-0.6192071468453382,0.020703933747412008,0.11320754716981132,6,0.3434104571257223,1.1216216216216217,1.0,0.3434104571257223,0.7272727272727273,0.47619047619047616,0.09830713146502619,0.1379962192816637,2.2213438735177866,3.0,0.5039525691699611,0.417410051711478,4,13,13.80952380952381,2.1020697109944613,404.56887755102036,0.18985555843307675,-0.6328534761745341,0.293064182194617,0.16574585635359115,0.2770985189254728,1.4324324324324325,1.0,0.2770985189254728,0.9090909090909091,0.6666666666666666,0.12969218500797447,0.1663516068052931,2.383399209486166,3.0,0.4769433465085656,0.4814635441890984,4,7,9.365079365079366,1.5938639069190539,378.8422110552764,0.14823601691092994,-0.2916666666666671,0.020703933747412008,0.1016949152542373,0.3420969060780549,1.1216216216216217,1.0,0.3420969060780549,0.7272727272727273,0.47619047619047616,0.09830713146502619,0.1379962192816637,2.2213438735177866,3.0,0.5039525691699617,0.417410051711478,4,13,13.761904761904763,2.103850186734043,404.3341836734695,0.18888162111229262,-0.6317003310642414,0.2925465838509317,0.16574585635359115,0.2776478164467324,1.1216216216216217,1.0,0.2776478164467324,0.7272727272727273,0.47619047619047616,0.09830713146502619,0.1379962192816637,2.2292490118577075,3.0,0.5026350461133089,0.42175319095752156,4,13,13.857142857142858,2.1122497023056623,408.2352941176472,0.14922434856968694,-0.6317003310642414,0.2925465838509317,0.16574585635359115,37.56,11.0,37.04,11.22,12.16,43.24,12.16,12.16,0.0,0.0,0.0,0.0,37.56,11.0,37.04,11.22,0.0,25.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,31.93,0.0,0.0,0.0,20.55,0.0,0.0,8.62,1.95,8.62,8.29,0.0,0.0,0.0,0.0,9.29,3.43,9.29,9.0,5.74,-8.72,5.74,4.76,0.0,0.0,0.0,0.0,31.58,63.16,31.58,31.58,-30.63,11.41,-30.18,-31.08,46.91,11.39,47.03,47.62,21.67,26.65,21.72,20.96,42.09,10.94,41.36,11.68,2.2,-52.9,2.02,2.02,1315.5,0.0,1313.0,1313.0,46.41,-10.17,46.41,46.41,23.93,-21.7,0.0,23.93,-20.0,-28.57,-24.2,-17.05,-6.8,0.0,5.66,-13.3,0.0,85.71,47.46,31.89,6.79,28.08,-116.98,1315.5,62.98
Ai3,10,9,0.29289321881345254,1.0,1.0,0.29289321881345254,0.2222222222222222,0.2222222222222222,0.04847222222222222,0.21000000000000005,2.111111111111111,4.0,0.5499999999999999,0.5432098765432098,3,9,8.5,0.909444808203974,95.0,0.14644660940665308,-0.6757624398073836,0.0,0.0,3,0.5776369729261632,1.0909090909090908,1.0,0.5776369729261632,0.4444444444444444,0.4444444444444444,0.09069444444444444,0.23000000000000004,1.7333333333333334,2.0,0.6333333333333333,0.19555555555555565,1,5,8.0,1.4367617507134995,62.904761904761884,0.316948981022425,-0.7488151658767779,0.3416666666666667,0.20454545454545453,0.46272649521790504,1.4242424242424243,1.0,0.46272649521790504,0.6666666666666666,0.6666666666666666,0.13354166666666667,0.26000000000000006,1.8666666666666667,3.0,0.6111111111111113,0.38222222222222213,1,3,6.5,1.1448077522958942,57.0,0.241939047800537,-0.7119784656796774,0.0,0.0,0.5776369729261632,1.0909090909090908,1.0,0.5776369729261632,0.4444444444444444,0.4444444444444444,0.09069444444444444,0.23000000000000004,1.7333333333333334,2.0,0.6333333333333333,0.19555555555555565,1,5,8.0,1.4367617507134995,62.904761904761884,0.316948981022425,-0.7488151658767779,0.3416666666666667,0.20454545454545453,0.3107086827698024,1.0303030303030303,1.0,0.3107086827698024,0.3333333333333333,0.3333333333333333,0.06958333333333333,0.23000000000000004,1.8888888888888888,3.0,0.6074074074074075,0.4098765432098765,2,4,7.875,1.346420453511487,68.83333333333334,0.1699209800167805,-0.5454545454545454,0.47738095238095235,0.25,97.22,57.98,97.22,6.08,9.09,42.42,9.09,3.03,0.0,0.0,0.0,0.0,97.22,57.98,97.22,6.08,100.0,200.0,100.0,50.0,100.0,200.0,100.0,50.0,87.11,175.5,87.11,43.55,9.52,23.81,9.52,9.52,17.89,11.58,17.89,10.53,50.0,25.0,50.0,25.0,15.15,11.11,15.15,10.44,64.0,29.64,64.0,24.55,66.67,66.67,66.67,33.33,44.44,66.67,44.44,55.56,5.88,23.53,5.88,7.35,57.98,25.88,57.98,48.05,33.78,40.0,33.78,27.54,116.43,65.21,116.43,16.03,10.81,5.36,10.81,-19.28,3416666666.67,0.0,3416666666.67,4773809523.81,2045454545.45,0.0,2045454545.45,2500000000.0,24.83,-23.4,0.0,24.83,-33.33,-33.33,-32.09,-11.54,-7.14,-33.33,3.64,-48.84,0.0,66.67,23.08,25.5,10.36,31.0,-5.17,3416666666.67,2045454545.45
Belnet2008,21,24,0.08495988540016337,2.0,2.0,0.08495988540016337,1.0,0.3684210526315789,0.1318524251805986,0.20181405895691606,3.4095238095238094,7.0,0.38438775510204126,2.2132426303854875,0,0,10.157894736842104,0.9778111527460148,436.5736946463991,0.04274790567563558,-0.010526315789473684,0.0,0.0,6,0.21517226816204604,2.0,2.0,0.21517226816204604,1.0,0.3684210526315789,0.13155830753353975,0.20181405895691606,2.4571428571428573,4.0,0.48055555555555657,0.7529251700680274,0,0,14.561403508771932,1.4934825719416038,268.97820935363495,0.1155185470641581,-0.18143459915611826,0.18282828282828284,0.125,0.26894738072386204,2.3666666666666667,2.0,0.26894738072386204,1.0,1.0,0.19385620915032678,0.28344671201814053,2.557142857142857,5.0,0.4664285714285723,0.8181632653061226,0,0,4.824561403508772,1.1768528500448034,223.42262693804628,0.14014955659977832,-0.3914027149321261,0.0,0.0,0.20574560911784665,2.2555555555555555,2.0,0.20574560911784665,1.0,0.8947368421052632,0.17323357413140697,0.24716553287981843,2.5761904761904764,5.0,0.4653968253968263,0.872766439909297,0,0,8.15438596491228,1.232434403743597,236.71043231540042,0.10644958704948929,-0.27084272194682346,0.0,0.0,0.09728984893425766,2.138888888888889,2.0,0.09728984893425766,1.0,1.0,0.18039215686274515,0.2607709750566893,2.961904761904762,7.0,0.43433106575963754,1.722358276643991,0,0,6.86466165413534,1.2954503429662572,310.4199851117107,0.05141778499263932,0.1824938067712628,0.11587301587301588,0.08955223880597014,153.26,216.56,142.17,14.51,0.0,18.33,12.78,6.94,0.0,0.0,0.0,0.0,153.26,216.56,142.17,14.51,0.0,0.0,0.0,0.0,0.0,171.43,142.86,171.43,-0.22,47.03,31.38,36.81,0.0,40.45,22.47,29.21,27.93,25.0,24.44,13.13,42.86,28.57,28.57,0.0,25.02,21.34,21.07,12.99,65.98,63.03,60.57,22.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.35,52.5,19.72,32.42,52.74,20.36,26.04,32.48,38.39,48.82,45.78,28.9,170.23,227.85,149.02,20.28,1623.63,3618.32,2473.0,-1833.69,1828282828.28,0.0,0.0,1158730158.73,1250000000.0,0.0,0.0,895522388.06,-19.99,-15.49,0.0,-19.99,0.0,-63.16,-32.14,-28.8,-3.91,-20.0,3.03,-7.97,0.0,0.0,201.82,26.9,20.39,-17.57,53.65,1828282828.28,1250000000.0
