Graph,Reward,Attempt,RawAction,Node_U,Node_V,Edge,WasValid,WasAdded,StepReward
Dataxchange,PBR,1,0,0,3,0-3,True,True,0.02341137098712552
Dataxchange,PBR,2,1,2,3,2-3,True,True,0.027160493486968293
Dataxchange,EFFRES,1,0,0,3,0-3,True,True,0.30188679216803066
Dataxchange,EFFRES,2,0,1,3,1-3,True,True,0.162162161943024
Dataxchange,IVI,1,0,0,3,0-3,True,True,0.9999999724263047
Dataxchange,IVI,2,1,2,3,2-3,True,True,0.4671052571733613
Dataxchange,NNSI,1,3,3,5,3-5,True,True,0.0
Dataxchange,NNSI,2,2,2,3,2-3,True,True,0.0
Janetbackbone,PBR,1,32,11,12,11-12,True,True,0.02439024360473841
Janetbackbone,PBR,2,32,12,14,12-14,True,True,0.02463054157725858
Janetbackbone,PBR,3,32,12,18,12-18,True,True,0.01606954671138346
Janetbackbone,PBR,4,32,12,21,12-21,True,True,0.012520617649031951
Janetbackbone,PBR,5,32,0,12,0-12,True,True,0.01189189176503021
Janetbackbone,PBR,6,32,12,16,12-16,True,True,0.011235954937448927
Janetbackbone,PBR,7,32,12,28,12-28,True,True,0.011363636243639109
Janetbackbone,PBR,8,35,12,25,12-25,True,True,0.009836065472101176
Janetbackbone,EFFRES,1,4,1,25,1-25,True,True,0.07440966589508673
Janetbackbone,EFFRES,2,4,6,20,6-20,True,True,0.05295627731728457
Janetbackbone,EFFRES,3,0,0,22,0-22,True,True,0.07362019727802611
Janetbackbone,EFFRES,4,0,15,21,15-21,True,True,0.046758650248565216
Janetbackbone,EFFRES,5,0,0,10,0-10,True,True,0.033146867291007895
Janetbackbone,EFFRES,6,14,4,25,4-25,True,True,0.03197403687506675
Janetbackbone,EFFRES,7,14,9,15,9-15,True,True,0.036358895532439366
Janetbackbone,EFFRES,8,14,16,24,16-24,True,True,0.03580679900714129
Janetbackbone,IVI,1,32,11,12,11-12,True,True,-0.16449925529724158
Janetbackbone,IVI,2,42,12,25,12-25,True,True,-0.02485783469838778
Janetbackbone,IVI,3,42,12,15,12-15,True,True,-0.10092455374376816
Janetbackbone,IVI,4,42,12,16,12-16,True,True,0.19039255195583027
Janetbackbone,IVI,5,42,1,12,1-12,True,True,0.07953024600389369
Janetbackbone,IVI,6,44,12,19,12-19,True,True,0.1254586704035683
Janetbackbone,IVI,7,44,11,17,11-17,True,True,0.020388596635285475
Janetbackbone,IVI,8,36,12,28,12-28,True,True,-0.089827448830492
Janetbackbone,NNSI,1,59,13,15,13-15,True,True,0.0
Janetbackbone,NNSI,2,3,1,22,1-22,True,True,0.0
Janetbackbone,NNSI,3,3,0,10,0-10,True,True,0.0
Janetbackbone,NNSI,4,3,1,9,1-9,True,True,0.0
Janetbackbone,NNSI,5,0,0,22,0-22,True,True,0.0
Janetbackbone,NNSI,6,0,1,24,1-24,True,True,0.0
Janetbackbone,NNSI,7,0,3,5,3-5,True,True,0.0
Janetbackbone,NNSI,8,21,16,23,16-23,True,True,0.0
Agis,PBR,1,32,6,9,6-9,True,True,0.07703747653619718
Agis,PBR,2,32,3,9,3-9,True,True,0.05460678821166268
Agis,PBR,3,32,9,17,9-17,True,True,0.04082597678807831
Agis,PBR,4,32,9,15,9-15,True,True,0.035454103506264725
Agis,PBR,5,32,9,23,9-23,True,True,0.033771106544476355
Agis,PBR,6,32,7,9,7-9,True,True,0.023923444713024534
Agis,PBR,7,32,9,21,9-21,True,True,0.021489374136314878
Agis,EFFRES,1,73,4,13,4-13,True,True,0.08790552312553905
Agis,EFFRES,2,9,16,20,16-20,True,True,0.09064021742338528
Agis,EFFRES,3,4,0,8,0-8,True,True,0.07529399377448324
Agis,EFFRES,4,0,2,18,2-18,True,True,0.08875654210373898
Agis,EFFRES,5,0,1,11,1-11,True,True,0.0769273959689811
Agis,EFFRES,6,1,4,22,4-22,True,True,0.06852489108399892
Agis,EFFRES,7,1,13,16,13-16,True,True,0.06148223306975594
Agis,IVI,1,40,6,10,6-10,True,True,0.27407405385646205
Agis,IVI,2,51,9,15,9-15,True,True,-1.0
Agis,IVI,3,64,0,1,0-1,True,True,0.0
Agis,IVI,4,64,4,8,4-8,True,True,0.6531111111111102
Agis,IVI,5,64,11,13,11-13,True,True,0.0
Agis,IVI,6,64,16,20,16-20,True,True,0.9999976168611494
Agis,IVI,7,64,5,18,5-18,True,True,0.6620879289058968
Agis,NNSI,1,4,0,18,0-18,True,True,0.0
Agis,NNSI,2,4,0,8,0-8,True,True,0.0
Agis,NNSI,3,126,3,14,3-14,True,True,0.0
Agis,NNSI,4,120,14,22,14-22,True,True,0.01572668110832435
Agis,NNSI,5,120,11,23,11-23,True,True,-0.002328724798154899
Agis,NNSI,6,120,8,22,8-22,True,True,-0.006162596959472025
Agis,NNSI,7,92,2,14,2-14,True,True,-0.007409267854540171
DeutscheTelekom,PBR,1,57,2,20,2-20,True,True,0.015242378616884315
DeutscheTelekom,PBR,2,52,20,33,20-33,True,True,0.012162759691826302
DeutscheTelekom,PBR,3,40,8,20,8-20,True,True,0.01887057642067989
DeutscheTelekom,PBR,4,42,20,24,20-24,True,True,0.0141537902677449
DeutscheTelekom,PBR,5,42,20,25,20-25,True,True,0.015846495044382233
DeutscheTelekom,PBR,6,46,14,20,14-20,True,True,0.012125180494932651
DeutscheTelekom,PBR,7,46,20,38,20-38,True,True,0.009310689206293727
DeutscheTelekom,PBR,8,46,20,29,20-29,True,True,0.009596175691769269
DeutscheTelekom,PBR,9,46,17,20,17-20,True,True,0.009122305484503775
DeutscheTelekom,PBR,10,46,7,20,7-20,True,True,0.008148589333215179
DeutscheTelekom,EFFRES,1,96,3,30,3-30,True,True,0.23507605216830574
DeutscheTelekom,EFFRES,2,6,17,35,17-35,True,True,0.2519138353062095
DeutscheTelekom,EFFRES,3,0,10,27,10-27,True,True,0.12221025090631674
DeutscheTelekom,EFFRES,4,0,5,38,5-38,True,True,0.09733575881246918
DeutscheTelekom,EFFRES,5,0,2,13,2-13,True,True,0.06791063721091586
DeutscheTelekom,EFFRES,6,0,1,27,1-27,True,True,0.04529205604142895
DeutscheTelekom,EFFRES,7,0,3,35,3-35,True,True,0.04497653065104807
DeutscheTelekom,EFFRES,8,0,11,37,11-37,True,True,0.06194410380525114
