Graph,Reward,Attempt,RawAction,Node_U,Node_V,Edge,WasValid,WasAdded,StepReward
Nextgen,EFFRES,1,25,3,16,3-16,True,True,0.333764352944483
Nextgen,EFFRES,2,0,5,9,5-9,True,True,0.2025724517906038
Nextgen,EFFRES,3,0,11,14,11-14,True,True,0.15355064142148064
Nextgen,EFFRES,4,0,4,15,4-15,True,True,0.08955185361198065
Nextgen,EFFRES,5,0,0,4,0-4,True,True,0.07677054681322718
Nextgen,IVI,1,39,2,10,2-10,True,True,0.1451501759132038
Nextgen,IVI,2,40,2,11,2-11,True,True,0.32183443408140927
Nextgen,IVI,3,33,0,2,0-2,True,True,0.25757575387970616
Nextgen,IVI,4,34,2,5,2-5,True,True,-0.012987004378479154
Nextgen,IVI,5,34,2,9,2-9,True,True,0.12130177507282634
Nextgen,NNSI,1,63,0,6,0-6,True,True,0.034402792117603664
Nextgen,NNSI,2,63,1,4,1-4,True,True,0.030724151843956868
Nextgen,NNSI,3,65,3,8,3-8,True,True,0.034283787931482894
Nextgen,NNSI,4,112,0,2,0-2,True,True,0.3851658273102189
Nextgen,NNSI,5,112,3,13,3-13,True,True,-0.008047968509984885
Internetmci,PBR,1,32,12,16,12-16,True,True,0.031209220966617744
Internetmci,PBR,2,32,2,16,2-16,True,True,0.027534739723898707
Internetmci,PBR,3,32,7,16,7-16,True,True,0.022057307489018796
Internetmci,PBR,4,32,1,16,1-16,True,True,0.016148223498853382
Internetmci,PBR,5,32,16,18,16-18,True,True,0.015345024596112127
Internetmci,EFFRES,1,2,0,13,0-13,True,True,0.11109884598492224
Internetmci,EFFRES,2,2,1,5,1-5,True,True,0.08135419391238834
Internetmci,EFFRES,3,2,1,17,1-17,True,True,0.0675663046904193
Internetmci,EFFRES,4,2,4,13,4-13,True,True,0.06505325577269268
Internetmci,EFFRES,5,2,6,17,6-17,True,True,0.07483349972051818
Internetmci,IVI,1,32,12,16,12-16,True,True,0.24349809476771744
Internetmci,IVI,2,32,2,16,2-16,True,True,0.18508390272762085
Internetmci,IVI,3,32,7,16,7-16,True,True,0.1961920762725443
Internetmci,IVI,4,32,1,16,1-16,True,True,0.14605860062570297
Internetmci,IVI,5,32,16,18,16-18,True,True,0.1989127778508474
Internetmci,NNSI,1,33,2,16,2-16,True,True,0.06666666658333331
Internetmci,NNSI,2,32,12,16,12-16,True,True,0.10714285699936234
Internetmci,NNSI,3,32,7,16,7-16,True,True,0.08499999987249997
Internetmci,NNSI,4,32,1,16,1-16,True,True,0.04161412351311668
Internetmci,NNSI,5,32,16,18,16-18,True,True,0.04699248112262577
Layer42,PBR,1,5,1,4,1-4,True,True,0.2543859601492766
Layer42,PBR,2,4,2,3,2-3,True,True,0.0513833986873721
Layer42,EFFRES,1,0,0,4,0-4,True,True,0.2522522521159002
Layer42,EFFRES,2,0,2,4,2-4,True,True,0.2771084335346199
Layer42,IVI,1,4,0,5,0-5,True,True,0.7585945737705493
Layer42,IVI,2,5,2,3,2-3,True,True,0.9999999954710791
Layer42,NNSI,1,3,0,3,0-3,True,True,0.12499999984374999
Layer42,NNSI,2,1,0,2,0-2,True,True,0.7142857132653061
Zamren,PBR,1,60,28,30,28-30,True,True,0.08061749479527122
Zamren,PBR,2,36,30,31,30-31,True,True,0.047380951909878226
Zamren,PBR,3,36,28,31,28-31,True,True,0.03882195411816069
Zamren,PBR,4,36,15,28,15-28,True,True,0.027468345432322357
Zamren,PBR,5,36,28,32,28-32,True,True,0.022141661833706264
Zamren,PBR,6,36,28,33,28-33,True,True,0.01995980617438954
Zamren,PBR,7,36,26,28,26-28,True,True,0.016527362675363304
Zamren,PBR,8,36,14,28,14-28,True,True,0.016430148084314283
Zamren,PBR,9,36,28,29,28-29,True,True,0.014812480183008044
Zamren,EFFRES,1,60,28,30,28-30,True,True,0.3732039870642443
Zamren,EFFRES,2,1,4,25,4-25,True,True,0.14565062636474588
Zamren,EFFRES,3,1,1,27,1-27,True,True,0.1003223919538403
Zamren,EFFRES,4,1,24,27,24-27,True,True,0.06816384372343542
Zamren,EFFRES,5,1,0,7,0-7,True,True,0.05038399514477901
Zamren,EFFRES,6,1,0,8,0-8,True,True,0.07010059853795149
Zamren,EFFRES,7,1,2,11,2-11,True,True,0.07961706079115809
Zamren,EFFRES,8,1,6,25,6-25,True,True,0.04873156398376794
Zamren,EFFRES,9,1,10,26,10-26,True,True,0.05786649309668296
Zamren,IVI,1,57,28,33,28-33,True,True,0.03263994588195516
Zamren,IVI,2,7,7,10,7-10,True,True,0.0
Zamren,IVI,3,7,16,25,16-25,True,True,0.9999990111375449
Zamren,IVI,4,7,1,27,1-27,True,True,0.0
Zamren,IVI,5,7,4,11,4-11,True,True,0.12740875225106263
Zamren,IVI,6,7,5,19,5-19,True,True,0.21328670015215387
Zamren,IVI,7,7,19,24,19-24,True,True,0.020408161598001
Zamren,IVI,8,7,0,9,0-9,True,True,0.05079365070560858
Zamren,IVI,9,7,12,13,12-13,True,True,0.0033898305022842783
Zamren,NNSI,1,7,8,10,8-10,True,True,-1.0
Zamren,NNSI,2,63,31,35,31-35,True,True,0.26101478288233526
Zamren,NNSI,3,63,26,30,26-30,True,True,-0.21705737842271722
Zamren,NNSI,4,63,26,33,26-33,True,True,-0.12965528479069377
Zamren,NNSI,5,63,14,35,14-35,True,True,0.07154337717676819
Zamren,NNSI,6,63,13,28,13-28,True,True,0.019786910170524034
Zamren,NNSI,7,63,8,26,8-26,True,True,0.006294725386314466
Zamren,NNSI,8,63,31,33,31-33,True,True,0.07154166110766821
Zamren,NNSI,9,63,14,31,14-31,True,True,0.12781783951441916
