SizeBucket,Metric,EFFRES,GREEDY_ALG,GREEDY_BET,GREEDY_DEG,IVI,NNSI,PBR
Large,ASPL,6.146691051727293,6.2344593389383185,5.969523118534392,7.651283703940851,6.088216480378884,6.168473090327873,6.095709951897611
Large,ArticulationPoints,13.9,19.4,21.7,4.0,12.3,13.4,13.6
Large,Assortativity,-0.13536609375051098,-0.028085415081162225,-0.05033241620733951,-0.08925207000647932,-0.14316920857000412,-0.14138144318339302,-0.1413308692852333
Large,AttackCurveAUC,0.12832168245519587,0.11518571929379906,0.08131930996617043,0.13105055261486248,0.12630115936353686,0.12608791530647115,0.1266818392794692
Large,AvgClustering,0.04415376960164631,0.052492315157550165,0.09113965533089644,0.09176271578242694,0.04631807459100621,0.04700396550338749,0.045870297184039385
Large,AvgNodeConn,1.8357033637440268,1.7032709740866783,1.6340996766540647,2.022442533064914,1.8757775056053252,1.8519079844548743,1.8543804932522232
Large,BetCentralization,34.95712388895943,45.00386863879788,114.65453821265328,42.05345467117113,37.74400728847267,34.76787218610373,35.63327407211686
Large,Bridges,25.2,32.3,35.0,11.6,23.7,24.6,25.0
Large,Diameter,14.8,15.2,16.2,18.3,14.1,14.4,14.4
Large,EffResistance,29070.647740056513,36034.824108493325,44697.97540594569,38702.08819874267,28101.97444768619,28960.91775438274,29028.32967346607
Large,GCC_5%,0.830479859352162,0.8157254909157171,0.5819608089651868,0.8211930995296358,0.8505793419555875,0.8297817402680744,0.8353778364841491
Large,NatConnectivity,1.2747422685735725,1.3666691417103345,1.7528057406163498,1.2752675597289516,1.276916765556921,1.2752434385911757,1.2758610450583643
Large,λ₂,0.023123156960262212,0.0269047851380202,0.02379005788054217,0.0142783314732963,0.025030319884019558,0.02319536854629968,0.02339930851832011
Medium,ASPL,3.6207046073561893,3.395763110507057,3.230057370606427,3.7749685441959975,3.636568514128997,3.6440392546341265,3.658638048103834
Medium,ArticulationPoints,8.3,10.0,10.1,5.6,9.0,8.6,8.9
Medium,Assortativity,-0.17022016339025572,-0.18615552779830086,-0.11822116694334453,-0.11329960562047962,-0.1588725679434539,-0.1639910167139707,-0.1652441908504452
Medium,AttackCurveAUC,0.12331353715106932,0.11943605498578651,0.10280037250053624,0.12645623842112177,0.1264685110006197,0.1285513204306267,0.1285123998900784
Medium,AvgClustering,0.09534407794980185,0.08688539714771101,0.12408711288102206,0.10373767599879116,0.09101222461505307,0.09279984867538568,0.08921233824601994
Medium,AvgNodeConn,1.5076240899475382,1.4140199074521071,1.3583427062448905,1.6614844307414134,1.5107875883951702,1.5023838558639067,1.5034500725019764
Medium,BetCentralization,22.505726294899908,20.597720378556012,37.466581830746044,22.543443921130212,23.151678645727994,22.96231517815655,22.488360395351073
Medium,Bridges,15.4,19.9,20.6,9.2,15.9,16.3,15.9
Medium,Diameter,7.5,7.0,6.3,7.7,7.6,7.7,7.7
Medium,EffResistance,2689.061135179395,2700.122227035201,2786.1308597662114,2655.799242619534,2754.2725941491817,2767.4994268307755,2764.0496706992976
Medium,GCC_5%,0.872419757631875,0.8320640751707853,0.7691058148646445,0.8942778616637048,0.8447213388592152,0.8668068544060684,0.847798296144054
Medium,NatConnectivity,1.5255580246636342,1.6240164718173458,1.9600359402943426,1.4567011827508172,1.5346758803922584,1.5200750983371814,1.5223199589784617
Medium,λ₂,0.07653683962024589,0.12173563543427457,0.09437091462853726,0.06301928223318362,0.07394304869264082,0.07343475529700469,0.07307610129872803
Small,ASPL,2.379285967655533,2.2070038295038295,2.240164002664003,2.4698831241222545,2.396436860241208,2.3787207719816417,2.3571188774993126
Small,ArticulationPoints,1.8,2.1,2.0,1.6,2.0,1.8,2.0
Small,Assortativity,-0.40084363369250803,-0.4550175541393481,-0.4001561914269855,-0.33378533926662235,-0.4131309319437886,-0.39017315499515376,-0.42493222541503267
Small,AttackCurveAUC,0.13678954688897232,0.13073100688769032,0.1281231389491772,0.13416622310625403,0.1368700803128685,0.14242875483889345,0.1372752535022522
Small,AvgClustering,0.13395705158551005,0.16447082506865113,0.27551472825541146,0.22522452364384887,0.2419749334620876,0.16234397464634615,0.18532631206967737
Small,AvgNodeConn,1.5,1.3,1.3,1.5,1.4,1.4,1.4
Small,BetCentralization,8.431575560765713,9.000400283863781,10.316952237223884,8.529267330104343,8.911993265176626,8.071481418191945,8.157090755562741
Small,Bridges,4.4,5.6,5.7,3.3,4.5,4.4,4.4
Small,Diameter,4.3,3.7,3.8,4.7,4.5,4.3,4.3
Small,EffResistance,264.7023008757166,251.7835559231443,263.70111940385976,268.5959274170692,266.7143150827325,257.8762016768975,260.74369512002477
Small,GCC_5%,0.8114656177156178,0.7982808857808857,0.7900990675990676,0.8032837995337996,0.829739219114219,0.8217686480186479,0.8324315268065268
Small,NatConnectivity,1.3391406974951188,1.4402707083256083,1.5534208404618552,1.3111010207045033,1.3736340573663717,1.3396232100445844,1.363099882886972
Small,λ₂,0.2913068977261274,0.3427236184603074,0.29162865685031536,0.20776494001085172,0.22227464424487903,0.26735425583403094,0.26946583395236623
